cord_uid,title,abstract,publish_time,authors,journal,source_x,pdf_json_files,pmc_json_files
CORD-000366,COVID-19 Research Paper 367: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 367. We analyzed data from multiple sources and found significant correlations.,2021-02-05 04:06:29.189189188,"Author7, A.; Researcher2, B.",Lancet,PubMed,pdf_366.json,pmc_366.json
CORD-000367,COVID-19 Research Paper 368: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 368. We analyzed data from multiple sources and found significant correlations.,2021-02-06 06:24:51.891891892,"Author8, A.; Researcher3, B.",NEJM,bioRxiv,pdf_367.json,
CORD-000368,COVID-19 Research Paper 369: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 369. We analyzed data from multiple sources and found significant correlations.,2021-02-07 08:43:14.594594596,"Author9, A.; Researcher4, B.",Nature,PubMed,pdf_368.json,
CORD-000369,COVID-19 Research Paper 370: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 370. We analyzed data from multiple sources and found significant correlations.,2021-02-08 11:01:37.297297296,,NEJM,arXiv,pdf_369.json,pmc_369.json
CORD-000370,COVID-19 Research Paper 371: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 371. We analyzed data from multiple sources and found significant correlations.,2021-02-09 13:20:00.000000000,"Author1, A.; Researcher1, B.",BMJ,PubMed,pdf_370.json,
CORD-000371,COVID-19 Research Paper 372: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 372. We analyzed data from multiple sources and found significant correlations.,2021-02-10 15:38:22.702702704,"Author2, A.; Researcher2, B.",BMJ,bioRxiv,pdf_371.json,
CORD-000372,COVID-19 Research Paper 373: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 373. We analyzed data from multiple sources and found significant correlations.,2021-02-11 17:56:45.405405404,"Author3, A.; Researcher3, B.",Nature,PubMed,pdf_372.json,pmc_372.json
CORD-000373,COVID-19 Research Paper 374: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 374. We analyzed data from multiple sources and found significant correlations.,2021-02-12 20:15:08.108108108,"Author4, A.; Researcher4, B.",Lancet,PMC,pdf_373.json,
CORD-000374,COVID-19 Research Paper 375: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 375. We analyzed data from multiple sources and found significant correlations.,2021-02-13 22:33:30.810810812,"Author5, A.; Researcher5, B.",Science,arXiv,pdf_374.json,
CORD-000375,COVID-19 Research Paper 376: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 376. We analyzed data from multiple sources and found significant correlations.,2021-02-15 00:51:53.513513512,"Author6, A.; Researcher1, B.",Nature,arXiv,pdf_375.json,pmc_375.json
CORD-000376,COVID-19 Research Paper 377: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 377. We analyzed data from multiple sources and found significant correlations.,2021-02-16 03:10:16.216216216,"Author7, A.; Researcher2, B.",Science,arXiv,pdf_376.json,
CORD-000377,COVID-19 Research Paper 378: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 378. We analyzed data from multiple sources and found significant correlations.,2021-02-17 05:28:38.918918920,"Author8, A.; Researcher3, B.",JAMA,bioRxiv,pdf_377.json,
CORD-000378,COVID-19 Research Paper 379: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 379. We analyzed data from multiple sources and found significant correlations.,2021-02-18 07:47:01.621621620,"Author9, A.; Researcher4, B.",Science,arXiv,pdf_378.json,pmc_378.json
CORD-000379,COVID-19 Research Paper 380: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 380. We analyzed data from multiple sources and found significant correlations.,2021-02-19 10:05:24.324324324,"Author10, A.; Researcher5, B.",Lancet,PMC,pdf_379.json,
CORD-000380,COVID-19 Research Paper 381: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 381. We analyzed data from multiple sources and found significant correlations.,2021-02-20 12:23:47.027027028,"Author1, A.; Researcher1, B.",JAMA,bioRxiv,pdf_380.json,
CORD-000381,COVID-19 Research Paper 382: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 382. We analyzed data from multiple sources and found significant correlations.,2021-02-21 14:42:09.729729728,"Author2, A.; Researcher2, B.",Science,PMC,pdf_381.json,pmc_381.json
CORD-000382,COVID-19 Research Paper 383: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 383. We analyzed data from multiple sources and found significant correlations.,2021-02-22 17:00:32.432432432,"Author3, A.; Researcher3, B.",JAMA,PubMed,pdf_382.json,
CORD-000383,COVID-19 Research Paper 384: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 384. We analyzed data from multiple sources and found significant correlations.,2021-02-23 19:18:55.135135136,"Author4, A.; Researcher4, B.",Science,PubMed,pdf_383.json,
CORD-000384,COVID-19 Research Paper 385: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 385. We analyzed data from multiple sources and found significant correlations.,2021-02-24 21:37:17.837837840,,Lancet,PubMed,pdf_384.json,pmc_384.json
CORD-000385,COVID-19 Research Paper 386: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 386. We analyzed data from multiple sources and found significant correlations.,2021-02-25 23:55:40.540540544,"Author6, A.; Researcher1, B.",Science,PubMed,pdf_385.json,
CORD-000386,COVID-19 Research Paper 387: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 387. We analyzed data from multiple sources and found significant correlations.,2021-02-27 02:14:03.243243240,"Author7, A.; Researcher2, B.",Science,PMC,pdf_386.json,
CORD-000387,COVID-19 Research Paper 388: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 388. We analyzed data from multiple sources and found significant correlations.,2021-02-28 04:32:25.945945944,"Author8, A.; Researcher3, B.",Science,bioRxiv,pdf_387.json,pmc_387.json
CORD-000388,COVID-19 Research Paper 389: A Study on Transmission Patterns,,2021-03-01 06:50:48.648648648,"Author9, A.; Researcher4, B.",Nature,bioRxiv,pdf_388.json,
CORD-000389,COVID-19 Research Paper 390: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 390. We analyzed data from multiple sources and found significant correlations.,2021-03-02 09:09:11.351351352,"Author10, A.; Researcher5, B.",Nature,arXiv,pdf_389.json,
CORD-000390,COVID-19 Research Paper 391: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 391. We analyzed data from multiple sources and found significant correlations.,2021-03-03 11:27:34.054054056,"Author1, A.; Researcher1, B.",Nature,PMC,pdf_390.json,pmc_390.json
CORD-000391,COVID-19 Research Paper 392: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 392. We analyzed data from multiple sources and found significant correlations.,2021-03-04 13:45:56.756756760,"Author2, A.; Researcher2, B.",Lancet,PubMed,pdf_391.json,
CORD-000392,COVID-19 Research Paper 393: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 393. We analyzed data from multiple sources and found significant correlations.,2021-03-05 16:04:19.459459456,"Author3, A.; Researcher3, B.",JAMA,PMC,pdf_392.json,
CORD-000393,COVID-19 Research Paper 394: A Study on Transmission Patterns,,2021-03-06 18:22:42.162162160,"Author4, A.; Researcher4, B.",BMJ,arXiv,pdf_393.json,pmc_393.json
CORD-000394,COVID-19 Research Paper 395: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 395. We analyzed data from multiple sources and found significant correlations.,2021-03-07 20:41:04.864864864,"Author5, A.; Researcher5, B.",Science,arXiv,pdf_394.json,
CORD-000395,COVID-19 Research Paper 396: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 396. We analyzed data from multiple sources and found significant correlations.,2021-03-08 22:59:27.567567568,"Author6, A.; Researcher1, B.",Science,PMC,pdf_395.json,
CORD-000396,COVID-19 Research Paper 397: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 397. We analyzed data from multiple sources and found significant correlations.,2021-03-10 01:17:50.270270272,"Author7, A.; Researcher2, B.",Lancet,PMC,pdf_396.json,pmc_396.json
CORD-000397,COVID-19 Research Paper 398: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 398. We analyzed data from multiple sources and found significant correlations.,2021-03-11 03:36:12.972972976,"Author8, A.; Researcher3, B.",Science,PMC,pdf_397.json,
CORD-000398,COVID-19 Research Paper 399: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 399. We analyzed data from multiple sources and found significant correlations.,2021-03-12 05:54:35.675675672,"Author9, A.; Researcher4, B.",Nature,bioRxiv,pdf_398.json,
CORD-000399,COVID-19 Research Paper 400: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 400. We analyzed data from multiple sources and found significant correlations.,2021-03-13 08:12:58.378378376,"Author10, A.; Researcher5, B.",BMJ,PubMed,pdf_399.json,pmc_399.json
CORD-000400,COVID-19 Research Paper 401: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 401. We analyzed data from multiple sources and found significant correlations.,2021-03-14 10:31:21.081081080,"Author1, A.; Researcher1, B.",NEJM,PMC,pdf_400.json,
CORD-000401,COVID-19 Research Paper 402: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 402. We analyzed data from multiple sources and found significant correlations.,2021-03-15 12:49:43.783783784,"Author2, A.; Researcher2, B.",Science,PMC,pdf_401.json,
CORD-000402,COVID-19 Research Paper 403: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 403. We analyzed data from multiple sources and found significant correlations.,2021-03-16 15:08:06.486486488,"Author3, A.; Researcher3, B.",Nature,PMC,pdf_402.json,pmc_402.json
CORD-000403,COVID-19 Research Paper 404: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 404. We analyzed data from multiple sources and found significant correlations.,2021-03-17 17:26:29.189189192,"Author4, A.; Researcher4, B.",NEJM,arXiv,pdf_403.json,
CORD-000404,COVID-19 Research Paper 405: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 405. We analyzed data from multiple sources and found significant correlations.,2021-03-18 19:44:51.891891896,"Author5, A.; Researcher5, B.",BMJ,arXiv,pdf_404.json,
CORD-000405,COVID-19 Research Paper 406: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 406. We analyzed data from multiple sources and found significant correlations.,2021-03-19 22:03:14.594594592,"Author6, A.; Researcher1, B.",NEJM,bioRxiv,pdf_405.json,pmc_405.json
CORD-000406,COVID-19 Research Paper 407: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 407. We analyzed data from multiple sources and found significant correlations.,2021-03-21 00:21:37.297297296,"Author7, A.; Researcher2, B.",Nature,PubMed,pdf_406.json,
CORD-000407,COVID-19 Research Paper 408: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 408. We analyzed data from multiple sources and found significant correlations.,2021-03-22 02:40:00.000000000,"Author8, A.; Researcher3, B.",JAMA,bioRxiv,pdf_407.json,
